tyear,tmonth,period,moneySupply_M3,cbnBills,moneySupply_M2,quasiMoney,narrowMoney,currencyOutsideBanks,demandDeposits,netForeignAssets,netDomesticAssets,netDomesticCredit,creditToGovernment,creditToGovernmentFed,mirrorAccounts,creditToPrivateSector,otherAssetsNet,baseMoney,currencyInCirculation,bankReserves,specialInterventionReserves
2024,11,November 2024,108966480.44,19796.18,108946684.26,72672756.90,36273927.36,4652527.74,31621399.62,17347112.78,91619367.66,115576757.67,39616629.91,0.00,0.00,75960127.77,12147461.96,30871571.25,4878125.22,25993446.02,278860.37
2024,10,October 2024,107999619.24,10797.22,107988822.02,73204528.58,34784293.44,4288141.20,30496152.24,20786785.89,87212833.35,113463677.29,39391214.35,0.00,0.00,74072462.95,13668236.43,30005705.16,4549217.51,25456487.65,278860.37
2024,9,September 2024,109411154.85,9409.49,109401745.36,73542912.31,35858833.05,4016510.71,31842322.34,19498793.94,89912360.91,115301488.41,39467247.32,0.00,0.00,75834241.09,12442393.55,28137041.63,4311072.27,23825969.35,278860.37
2024,8,August 2024,107192936.86,10717.37,107182219.49,72232284.01,34949935.48,3868610.90,31081324.58,25516266.66,81676670.20,105882488.57,31150799.28,0.00,0.00,74731689.28,13030099.14,26891229.28,4144842.39,22746386.89,278860.37
2024,7,July 2024,106358093.27,10717.37,106347375.90,71023282.48,35324093.42,3665891.91,31658201.51,32393100.04,73964993.22,95333872.43,19825050.41,0.00,0.00,75508822.02,10292331.59,25553347.14,4053763.93,21499583.21,278860.37
2024,6,June 2024,101461229.42,10711.80,101450517.62,64651773.24,36798744.38,3790570.28,33008174.10,23090881.89,78370347.53,97124532.77,23932584.88,0.00,0.00,73191947.89,10061307.41,25023190.29,4048729.81,20974460.48,278860.37
2024,5,May 2024,99235741.19,249384.70,98986356.49,65603723.61,33382632.88,3709945.42,29672687.46,15335784.44,83899956.74,102687866.09,28375743.25,0.00,0.00,74312122.83,5103989.50,25656624.96,3965101.26,21691523.70,433229.15
2024,4,April 2024,96974201.49,10677.52,96963523.96,63144533.15,33818990.81,3605057.39,30213933.42,28727559.85,68246641.63,92892085.56,19975143.66,0.00,0.00,72916941.90,9990300.22,24387924.33,3922947.87,20464976.46,433229.15
2024,3,March 2024,92343286.66,10666.45,92332620.21,59842712.03,32489908.18,3627522.07,28862386.11,35785309.22,56557977.44,90801041.35,19589769.97,0.00,0.00,71211271.38,9975496.63,23384818.66,3869330.26,19515488.40,433229.15
2024,2,February 2024,95557263.40,1588771.44,93968491.96,63691242.70,30277249.26,3411735.44,26865513.82,7408009.72,88149253.67,114788867.95,33925848.79,0.00,0.00,80863019.16,13319068.99,21230656.70,3693573.23,17537083.47,433229.15
2024,1,January 2024,94614600.44,842591.59,93772008.85,62216126.61,31555882.24,3281198.20,28274684.04,29739769.64,64874830.79,99997638.73,23518053.15,0.00,0.00,76479585.58,6732309.44,24164031.04,3650500.20,20513530.84,433229.15
2023,12,December 2023,79252459.19,421337.19,78831122.00,48708833.11,30122288.89,3433927.24,26688361.65,9338449.78,69914009.41,96086279.48,33547601.17,0.00,0.00,62538678.31,6091164.18,24735518.47,3653303.90,21082214.57,0.00
2023,11,November 2023,72025600.09,682641.58,71342958.51,45063273.79,26279684.73,3080140.65,23199544.08,11514676.03,60510924.06,85349397.00,25664280.91,0.00,0.00,59685116.08,4479720.51,22908392.34,3347716.33,19560676.02,0.00
2023,10,October 2023,73907037.03,1245804.25,72661232.78,46234282.22,26426950.56,2696981.44,23729969.13,28099657.30,45807379.74,72960640.30,9390923.05,0.00,0.00,63569717.25,9140584.25,21538820.56,3010346.55,18528474.01,419776.74
2023,9,September 2023,66944539.37,769616.21,66174923.16,40854906.22,25320016.94,2416033.51,22903983.43,12537895.82,54406643.55,81644797.92,22137450.47,0.00,0.00,59507347.45,10100221.41,19506555.34,2761291.98,16745263.35,419776.74
2023,8,August 2023,66191502.84,552524.16,65638978.68,41200375.50,24438603.19,2223690.38,22214912.80,13935019.44,52256483.40,79455252.89,22507192.00,0.00,0.00,56948060.89,10120457.70,19429603.25,2660138.92,16769464.34,385411.16
2023,7,July 2023,65329717.47,10599.73,65319117.73,40951100.03,24368017.71,2206635.60,22161382.11,10241047.37,55088187.62,84082353.94,27621170.06,0.00,0.00,56461183.87,10864333.26,17376486.41,2595761.69,14780724.72,385411.16
2023,6,June 2023,64906930.75,548713.55,64358217.20,39863291.17,24494926.03,2263065.09,22231860.95,11112802.79,53414463.97,84045544.14,31233079.30,0.00,0.00,52812464.85,10901306.61,17718915.65,2603266.82,15115648.83,399776.74
2023,5,May 2023,55692740.99,142342.97,55550398.02,33064996.53,22485401.49,2177314.37,20308087.11,4404133.68,50910749.89,75498300.31,30711430.13,0.00,0.00,44786870.17,12262582.03,17922716.51,2526679.63,15396036.88,397970.17
2023,4,April 2023,56046522.78,397178.14,55649344.64,33107075.68,22542268.96,2078211.57,20464057.39,5044475.45,50602383.34,74425692.40,30761091.82,0.00,0.00,43664600.58,12846557.39,17943103.23,2379074.15,15564029.09,419776.74
2023,3,March 2023,54628225.07,442358.32,54185866.75,32786272.84,21399593.91,1445249.67,19954344.24,5991802.89,48636422.18,70541342.84,27529660.60,0.00,0.00,43011682.24,11086962.62,15975739.59,1683498.35,14292241.24,419889.49
2023,2,February 2023,53295069.64,373284.44,52921785.20,31963024.25,20958760.95,843311.51,20115449.43,5495935.83,47799133.81,70185426.07,28431011.26,0.00,0.00,41754414.82,12001222.23,16319375.63,982097.66,15337277.97,419889.49
2023,1,January 2023,53138821.44,303722.84,52835098.60,31924030.74,20911067.86,792184.39,20118883.47,4555768.04,4555768.04,68181437.12,26639026.37,0.00,0.00,41542410.74,9323345.22,16577667.07,1386398.50,15191268.58,419889.49
2022,12,December 2022,52155416.84,393638.86,51761777.98,31033831.56,20727946.42,2569010.89,18158935.53,4252034.91,47903381.93,66398287.74,24656590.51,0.00,0.00,41741697.22,7541812.20,16032053.90,3012057.17,13019996.73,390557.80
2022,11,November 2022,51686054.60,1260.58,51684794.02,30230893.34,21453900.68,2645857.33,18808043.35,5603800.28,46082254.30,64166739.86,22636974.13,0.00,0.00,41529765.73,7680283.46,15263886.97,3164256.76,12099630.21,390557.80
2022,10,October 2022,50629994.44,1259.91,50628734.53,29285966.07,21342768.46,2836803.01,18505965.45,6168860.55,44461133.88,63481231.66,22645912.75,0.00,0.00,40835318.91,8114826.85,14999458.73,3298786.78,11700671.95,390557.80
2022,9,September 2022,49333082.51,1246.14,49331836.37,28134464.72,21197371.65,2729883.34,18467488.31,4485157.31,44847925.20,63341597.62,22826317.44,0.00,0.00,40515280.18,7808252.77,15007589.94,3228752.06,11778837.88,390557.80
2022,8,August 2022,49316792.01,940.84,49315851.17,27879535.03,21436316.14,2680216.96,18756099.18,4920998.48,44395793.53,61168905.59,20965137.37,0.00,0.00,40203768.22,6616958.26,14040351.86,3210664.98,10829686.88,390557.80
2022,7,July 2022,48291204.06,910.72,48290293.34,27903910.41,20386382.93,2721500.80,17664882.13,5205255.26,43085948.80,59959367.27,20106289.74,0.00,0.00,39853077.54,6821712.59,14026886.11,3242600.24,10784285.87,317234.17
2022,6,June 2022,48898340.44,893.87,48897446.57,28549237.06,20348209.51,2719330.52,17628878.99,6102755.65,42789310.43,57448240.49,18214634.50,0.00,0.00,39233605.99,5609749.62,13860265.17,3255563.28,10604701.89,317787.41
2022,5,May 2022,48514495.30,988.85,48513506.45,27951806.09,20561700.36,2763895.40,17797804.96,7120303.91,41394191.39,56506223.69,18049373.09,0.00,0.00,38456850.60,6266610.12,14265730.18,3330863.86,10934866.33,384377.56
2022,4,April 2022,47147578.65,933.46,47146645.19,27325317.22,19821327.97,2833752.73,16987575.24,7516045.31,39631533.34,54296180.59,16847655.48,0.00,0.00,37448525.11,6450900.21,14376820.88,3350615.22,11026205.66,384377.56
2022,3,March 2022,45664828.96,923.05,45663905.91,26053549.08,19610356.83,2714074.02,16896282.81,7563818.91,38101010.05,52787060.85,16319660.37,0.00,0.00,36467400.48,6965628.82,14301768.29,3245597.55,11056170.74,384377.56
2022,2,February 2022,44740264.88,926.96,44739337.92,25842010.17,18897327.74,2723657.37,16173670.37,8458893.96,36655135.10,50707660.59,14721135.97,0.00,0.00,35986524.62,6915462.90,13635912.33,3250188.89,10385723.44,384377.56
2022,1,January 2022,45194945.63,105787.99,45089157.64,26499465.42,18589692.22,2779750.75,15809941.47,8386366.23,36808579.40,50088061.91,14903925.40,0.00,0.00,35184136.51,5799144.58,13608456.25,3288027.60,10320428.65,384377.56
2021,12,December 2021,44443974.75,909.16,44443065.59,26387204.76,18055860.83,2938416.18,15117444.65,9352147.37,35091827.38,48760641.75,13839910.40,0.00,0.00,34920731.34,5197976.70,13295152.46,3325157.97,9969994.48,384377.56
2021,11,November 2021,42604214.93,4126.71,42600088.22,25481203.12,17118885.10,2726065.10,14392820.00,8436779.16,34167435.78,48413289.10,13034104.65,0.00,0.00,35379184.45,5371968.07,12994110.88,3148591.61,9845519.27,384377.56
2021,10,October 2021,41475250.51,873.14,41474377.37,24963926.76,16510450.61,2540822.90,13969627.71,7163901.28,34311349.23,47566565.62,12946605.35,0.00,0.00,34619960.27,4663495.28,12734571.10,2965985.43,9768585.67,365044.23
2021,9,September 2021,40450136.09,933.29,40449202.79,24487916.19,15961286.61,2371567.68,13589718.92,5807745.38,34642390.70,46941916.24,13005389.10,0.00,0.00,33936527.14,3914861.09,12905941.24,2837063.77,10116687.53,365044.23
2021,8,August 2021,40945143.77,135050.94,40810092.82,24383199.21,16426893.61,2312069.53,14114824.09,8200646.92,32744496.85,46009146.00,12567398.20,0.00,0.00,33441747.80,5112263.92,12866701.88,2778706.01,10135805.92,365044.23
2021,7,July 2021,39752888.62,19331.91,39733556.72,23472555.28,16261001.44,2369639.06,13891362.38,7472444.74,32280443.88,44985372.12,12124740.08,0.00,0.00,32860632.04,4656099.05,12830875.69,2812103.48,10018772.22,317234.17
2021,6,June 2021,39510562.98,647509.76,38863053.22,22838659.57,16024393.65,2248185.20,13776208.45,7292245.73,32218317.25,44219415.30,11593876.28,0.00,0.00,32625539.02,4164123.41,12333852.25,2741262.67,9592526.39,317234.17
2021,5,May 2021,39856996.98,1164023.70,38692973.28,22436331.56,16256641.72,2316426.36,13940215.36,7356458.68,32500538.30,44669259.81,12552025.37,0.00,0.00,32117234.44,4499169.08,13064088.63,2790895.50,10273129.95,317234.17
2021,4,April 2021,39151453.58,688478.54,38462975.04,22467042.61,15995932.43,2302191.18,13693741.25,6782878.02,32368575.56,44134011.03,12236471.93,0.00,0.00,31897539.10,4044784.32,13202697.77,2796471.37,10406163.21,317234.17
2021,3,March 2021,38720379.46,432166.65,38288212.81,13832542.77,16138206.97,2305664.20,13832542.77,6725973.17,31994406.29,43503924.95,12066876.87,0.00,0.00,31437048.08,4296428.49,13338122.26,2808734.33,10529324.74,317234.17
2021,2,February 2021,38796566.64,697139.38,38099427.26,21615357.14,16484070.12,2319993.77,14164076.35,8403538.47,30393028.17,43091736.20,12586130.06,0.00,0.00,30505606.14,5543654.15,13395207.29,2779831.60,10615312.50,317234.17
2021,1,January 2021,38737379.48,1192888.11,37544491.37,21688948.63,15855542.74,2358724.24,13496818.50,7606156.57,31131222.90,42492010.49,12085727.76,0.00,0.00,30406282.73,4672612.93,13264907.99,2831167.19,10433417.96,317234.17
2020,12,December 2020,38904920.08,1076044.22,37828875.85,8973305.05,15838395.80,2495608.06,13342787.74,7337626.60,29931615.03,41383172.98,11492711.32,0.00,0.00,29890461.67,3718973.60,13107924.87,2908462.40,10194626.79,317234.17
2020,11,November 2020,36958454.16,440658.36,36517795.80,21698784.95,14819010.85,2256485.32,12562525.53,8181174.23,28777279.93,40194156.06,10782279.08,0.00,0.00,29411876.98,4205454.62,15309548.19,2659710.45,12649837.74,317234.17
2020,10,October 2020,36218203.68,489019.29,35729184.39,21535340.33,14193844.06,2099452.75,12094391.31,7846437.55,28371766.13,39537142.13,10449164.26,0.00,0.00,29087977.87,3937600.89,14745573.10,2498977.64,12246595.46,317234.17
2020,9,September 2020,35995011.24,1029563.57,34965447.66,21409775.33,13555672.34,2018486.07,11537186.27,7579035.48,28415975.76,39429671.22,9683889.71,0.00,0.00,29745781.51,3894630.90,13576878.07,2427329.31,11149548.76,317234.17
2020,8,August 2020,36118143.68,1855555.19,34262588.49,21129112.90,13133475.59,1971463.56,11162012.03,8672873.00,27445270.68,38792303.90,8410276.49,0.00,0.00,30382027.42,4188245.31,13692387.33,2370886.01,11321501.32,317234.17
2020,7,July 2020,36813447.86,3476121.04,33337326.82,20561724.33,12775602.49,2026478.87,10749123.62,8087752.41,28725695.46,39849571.53,9661188.09,0.00,0.00,30188383.44,3996612.31,13421827.07,2395917.03,11025910.04,317234.17
2020,6,June 2020,35767994.47,3174471.97,32593522.49,20212154.81,12381367.68,1868286.18,10513081.51,8360081.23,27407913.24,38453939.57,8898424.84,0.00,0.00,29555514.73,4228048.84,13245386.03,2300831.63,10944554.39,317234.17
2020,5,May 2020,35949843.80,3230681.12,32719162.68,20165858.66,12553304.03,1975181.90,10578122.12,8063241.22,27886602.58,38913828.54,9564579.49,0.00,0.00,29349249.05,4366537.42,12968506.55,2353337.05,10615169.49,317234.17
2020,4,April 2020,35875663.63,3917178.78,31958484.85,20298614.38,11659870.47,1902609.05,9757261.42,6877350.46,28998313.17,39603928.78,10710050.78,0.00,0.00,28893877.99,4003471.96,12258511.10,2307392.55,9951118.55,317234.17
2020,3,March 2020,35776635.50,4766513.44,31010122.07,19903120.23,11107001.84,1890837.23,9216164.60,7593219.69,28183415.81,38431948.11,10009034.68,0.00,0.00,28422913.43,3999287.82,10154245.31,2296174.39,7858070.92,317234.17
2020,2,February 2020,33949618.70,4230254.16,29719364.53,19321592.28,10397772.25,1785788.13,8611984.11,6099989.97,27849628.73,37132194.11,10352073.72,0.00,0.00,26780120.39,3503989.37,9639077.57,2186983.40,7452094.17,317234.17
2020,1,January 2020,34128187.61,4995807.25,29132380.36,18807815.44,10324564.92,1857170.70,8467394.22,7147122.74,26981064.87,36297245.03,9645254.92,0.00,0.00,26651990.11,3935376.66,8399818.99,2249769.69,6150049.30,317234.17
2019,12,December 2019,34776379.74,5993185.30,28783194.45,18250062.01,10533132.42,2022635.29,8510497.13,5804374.76,28972004.98,36178344.82,9483817.98,0.00,0.00,26694526.84,1799059.26,8669829.58,2442985.64,6226843.93,317234.17
2019,11,November 2019,36478128.57,8062756.58,28415371.99,17484799.42,10930572.57,1799096.96,9131475.61,14194603.80,22283524.77,35513084.66,9100341.79,11385706.36,-2285364.57,26412742.87,-13229559.89,7353364.01,2203274.21,4832968.37,317121.43
2019,10,October 2019,35450018.61,7638227.77,27811790.84,17194370.70,10617420.14,1697177.33,8920242.81,14733833.13,20716185.48,34937934.20,9089561.72,11288585.87,-2199024.16,25848372.48,-14221748.72,7447923.38,2055946.55,5074855.40,317121.43
2019,9,September 2019,35044314.08,7374356.91,27669957.17,16549157.64,11120799.53,1623865.88,9496933.66,13911335.83,21132978.25,35938328.72,10451819.60,11007043.01,-555223.41,25486509.12,-14805350.47,7000253.07,2005600.83,4677530.81,317121.43
2019,8,August 2019,35215543.30,7658744.42,27556798.88,16326402.55,11230396.33,1653915.06,9576481.27,15702066.40,19513476.89,34273009.90,9453781.50,11133128.32,-1679346.82,24819228.41,-14759533.01,6977837.11,2018840.38,4641875.31,317121.43
2019,7,July 2019,35684144.80,7407003.03,28277141.77,16828755.05,11448386.72,1610544.39,9837842.33,17663300.59,18020844.21,33433375.77,9143121.76,10974788.78,-1831667.03,24290254.02,-15412531.56,7479100.71,2003090.93,5158888.35,317121.43
2019,6,June 2019,34904051.77,7005223.50,27898828.27,16737577.93,11161250.34,1650867.68,9510382.66,18471241.48,16432810.29,32341481.45,7583241.82,10435252.08,-2852010.26,24758239.63,-15908671.16,8088459.46,2014073.95,5729582.09,344803.42
2019,5,May 2019,34886171.27,7072469.66,27813701.61,16429694.42,11384007.19,1705673.25,9678333.94,19100003.89,15786167.38,32194612.34,7312173.99,10013126.64,-2700952.65,24882438.34,-16408444.96,8154878.54,2111848.42,5698226.70,344803.42
2019,4,April 2019,34738786.48,7159341.33,27579445.15,16323242.88,11256202.28,1717133.53,9539068.74,17324334.13,17414452.35,32891837.79,8003857.70,9439958.23,-1436100.54,24887980.09,-15477385.44,7948251.34,2158698.81,5444749.12,344803.42
2019,3,March 2019,33831073.76,6996258.64,26834815.12,15890938.70,10943876.42,1780611.44,9163264.98,16816802.47,17014271.29,31736895.75,7742158.55,8846438.62,-1104280.08,23994737.21,-14722624.46,7246275.17,2153220.11,4748251.64,344803.42
2019,2,February 2019,32860412.99,6313773.28,26546639.71,15516522.24,11030117.47,1840518.75,9189598.72,17023154.96,15837258.03,30520863.14,6355285.12,8715699.88,-2360414.77,24165578.02,-14683605.10,7166894.51,2241313.48,4580777.61,344803.42
2019,1,January 2019,33727792.36,6956705.31,26771087.05,15629072.56,11142014.49,1740194.77,9401819.72,17814232.98,15913559.38,28652344.40,5705553.55,8205949.53,-2500395.98,22946790.85,-12738785.02,7488235.71,2139666.39,5003765.90,344803.42
2018,12,December 2018,33359248.54,6290673.48,27068575.06,15316017.08,11752557.98,1912975.63,9839582.35,18397816.89,14961431.64,27574319.41,4866094.44,8006625.38,-3140530.94,22708224.97,-12612887.76,7135729.29,2329706.58,4461219.30,344803.42
2018,11,November 2018,31859474.03,6392048.48,25467425.55,14779216.89,10688208.65,1712092.85,8976115.81,18990400.78,12869073.24,26075984.10,2980818.93,7125390.36,-4144571.43,23095165.17,-13206910.86,6811192.37,2100129.91,4366259.05,344803.42
2018,10,October 2018,32026500.03,5984596.17,26041903.87,14800512.49,11241391.38,1601690.67,9639700.70,18770212.88,13256287.15,26894678.47,3756182.62,7262280.61,-3506098.00,23138495.84,-13638391.32,7328423.46,1956009.42,5027610.63,344803.42
2018,9,September 2018,30851051.87,5290389.54,25560662.33,14802977.19,10757685.14,1601885.75,9155799.39,18815935.55,12035116.32,26408425.68,3440986.85,7053020.64,-3612033.79,22967438.83,-14373309.36,6802557.09,1926382.16,4531371.51,344803.42
2018,8,August 2018,29704814.88,4845468.41,24859346.47,14411189.64,10448156.83,1541554.75,8906602.08,18411932.13,11292882.75,24691470.05,2221228.26,6832258.46,-4611030.20,22470241.79,-13398587.30,6688519.34,1928744.27,4414971.65,344803.42
2018,7,July 2018,29513533.33,4542431.40,24971101.93,14303099.86,10668002.07,1468302.07,9199700.00,17784894.58,11728638.76,25497325.35,3236115.48,6478687.38,-3242571.90,22261209.87,-13768686.59,6622663.38,1824826.08,4453033.88,344803.42
2018,6,June 2018,29343829.54,4529825.03,24814004.52,14112894.51,10701110.00,1519902.32,9181207.68,18337532.47,11006297.08,25086874.73,2805008.21,6549350.73,-3744342.53,22281866.53,-14080577.65,6360468.37,1900671.87,4115025.96,344770.54
2018,5,May 2018,29875540.94,4706526.75,25169014.19,13942701.10,11226313.09,1577522.02,9648791.07,18297137.72,11578403.22,25235877.12,3029133.21,6389020.08,-3359886.87,22206743.91,-13657473.90,6767652.10,1930695.53,4492186.03,344770.54
2018,4,April 2018,29055250.29,4581096.29,24474153.99,13850005.88,10624148.11,1599176.10,9024972.01,15862412.24,13192838.04,27262815.60,4986326.81,6232356.42,-1246029.61,22276488.79,-14069977.56,6532696.43,1957219.31,4230706.58,344770.54
2018,3,March 2018,29112009.95,4687587.81,24424422.14,13390445.76,11033976.38,1668378.21,9365598.17,16316847.92,12795162.03,26440662.05,4077433.87,6141049.97,-2063616.10,22363228.18,-13645500.02,6755736.40,2039324.37,4371641.49,344770.54
2018,2,February 2018,29653115.46,5510105.18,24143010.28,13288230.52,10854779.76,1570981.99,9283797.77,15032430.46,14620685.00,27097901.65,4596990.16,6149102.33,-1552112.17,22500911.48,-12477216.65,6454075.70,1937337.46,4171967.70,344770.54
2018,1,January 2018,28207927.43,4244895.95,23963031.48,13051971.95,10911059.53,1587947.98,9323111.54,15591517.90,12616409.53,25964493.11,3971062.07,6009706.41,-2038644.34,21993431.04,-13348083.58,6067258.36,1945444.20,3777043.63,344770.54
2017,12,December 2017,28669584.60,4528950.39,24140634.21,12965060.24,11175573.96,1782664.58,9392909.39,15520760.99,13148823.61,25929552.00,3638893.69,6211583.05,-2572689.36,22290658.31,-12780728.39,6484296.32,2157229.65,3982296.12,344770.54
2017,11,November 2017,30343739.60,8032621.59,22311118.02,12196067.71,10115050.31,1553533.07,8561517.24,13297567.14,17046172.47,26349068.54,4392408.33,7620193.14,-3227784.80,21956660.20,-9302896.07,5675343.67,1896156.51,3429416.61,349770.54
2017,10,October 2017,30890764.53,8390146.52,22500618.01,12107555.52,10393062.49,1463773.54,8929288.95,12397103.90,18493660.63,27174805.81,5245888.60,7635144.66,-2389256.06,21928917.21,-8681145.18,5762463.07,1791194.52,3621498.01,349770.54
